category,brand,product,price,weight,badge,shelf_life,country,rating,num_of_reviews,recommend,ingredient,reviews,nutrition,image_link,product_link,category_link
Fresh & Chilled Food,M&S,M&S French Torchon Ham,3.7,160g,NA,LIFE 1w+,France,3.7,3,67,"Pork (90%), Water, Curing Salt (Salt, Preservative: Sodium Nitrite), Pork Stock (Water, Salt, Pork Fat, Onions, Carrots, Pork Bones, Pork, Dried Herbs (Parsley, Bay Leaves), Ground Spices (Black Pepper, Cloves, Garlic), Sea Salt, Dextrose, Antioxidant: E316Allergen Information",,,https://www.ocado.com/productImages/570/570366011_0_150x150.jpg?identifier=a4d274145af5c004af3e5d6d683cd9fb,https://www.ocado.com/products/m-s-french-torchon-ham-570366011,https://www.ocado.com/browse/fresh-chilled-food-20002?hideOOS=true
Bakery,Specialite,Specialite Fingerellas Chocolate,1.6,250g,NA,LIFE 1m+,France,3.5,20,65,"Wheat Flour, Eggs (15%), Rapeseed Oil, Glucose-Fructose Syrup, Sugar, Stabiliser: Sorbitol, Glucose, Chocolate (3.4%) (Sugar, Cocoa Mass, Cocoa Butter, Fat-Reduced Cocoa Powder, Emulsifier: Soya Lecithin; Vanilla Flavouring), Skimmed Milk Powder, Fat-Reduced Cocoa Powder, Salt, Lactose (Milk), Raising Agents: Sodium Hydrogen Carbonate and Disodium Diphosphate, Chocolate Flavouring, Vanilla Flavouring",,,https://www.ocado.com/productImages/396/39620011_0_150x150.jpg?identifier=7ca877a4dcdf20f1d9ba757a7c50bf1e,https://www.ocado.com/products/specialite-fingerellas-chocolate-39620011,https://www.ocado.com/browse/bakery-25189?hideOOS=true
Fresh & Chilled Food,Daylesford,Daylesford Organic Redcurrant Jelly,4,220g,Organic,NA,NA,4.0,4,75,NA,,,https://www.ocado.com/productImages/642/64279011_0_150x150.jpg?identifier=f41097e46e5b8d1f79afc28ad4608d75,https://www.ocado.com/products/daylesford-organic-redcurrant-jelly-64279011,https://www.ocado.com/browse/fresh-chilled-food-20002?hideOOS=true
Fresh & Chilled Food,Natoora,Natoora Italian Broccolo Fiolaro,4,200g,Suitable for vegetarians,LIFE 2d+,Italy,4.7,10,80,NA,,,https://www.ocado.com/productImages/308/308141011_0_150x150.jpg?identifier=3fe75b590dd5b639fbfc3e2ea7d50a99,https://www.ocado.com/products/natoora-italian-broccolo-fiolaro-308141011,https://www.ocado.com/browse/fresh-chilled-food-20002?hideOOS=true
Fresh & Chilled Food,Peperami,Peperami Hot Multipack,2,5 x 22.5g,NA,LIFE 1m+,Germany,3.8,16,82,"Pork, Iodised Salt (Salt, Potassium Iodate), Spices, Dextrose, Pork Fat, Flavour Enhancer (Monosodium Glutamate), Flavourings, Preservative (Sodium Nitrite), Beechwood Smoke",,,https://www.ocado.com/productImages/152/15291011_0_150x150.jpg?identifier=3e00c1319289f2216dfa9c4b4b7d971d,https://www.ocado.com/products/peperami-hot-multipack-15291011,https://www.ocado.com/browse/fresh-chilled-food-20002?hideOOS=true
Fresh & Chilled Food,Alpro,Alpro Soya Long Life Alternative to Single Cream,85,250ml,Suitable for vegetarians,LIFE 1m+,EU,4.7,57,93,"Soya Base (Water, Hulled Soya Beans (5.5%)), Sunflower Oil, Sugar, Emulsifier (Sucrose Esters of Fatty Acids), Stabilisers (Xanthan Gum, Carrageenan Guar Gum), Sea Salt, Flavouring",,,https://www.ocado.com/productImages/167/16799011_0_150x150.jpg?identifier=37faa6acdfe1003ac1dbc8c5d4afe0d0,https://www.ocado.com/products/alpro-soya-long-life-alternative-to-single-cream-16799011,https://www.ocado.com/browse/fresh-chilled-food-20002?hideOOS=true
Fresh & Chilled Food,M&S,M&S Prawn Crackers,1.05,50g,NA,LIFE 3w+,UK,3.0,26,54,"Prawns (Crustacean) (16%), Sunflower Oil, Tapioca Flour, Sugar, Salt, Raising Agent: Sodium Bicarbonate",,,https://www.ocado.com/productImages/509/509092011_0_150x150.jpg?identifier=b2ace8bc529e148844444eb3e8deecbf,https://www.ocado.com/products/m-s-prawn-crackers-509092011,https://www.ocado.com/browse/fresh-chilled-food-20002?hideOOS=true
Bakery,Brindisa,Brindisa Paiarrop Pajarero Fig & Marcona Almond Wheel,5,225g,Suitable for vegetarians,LIFE 1m+,Spain,3.9,7,72,Pajarero Figs (85%) and Marcona Almonds Dietary Information,,,https://www.ocado.com/productImages/374/374420011_0_150x150.jpg?identifier=829159662b2e33587df2dae056a30426,https://www.ocado.com/products/brindisa-paiarrop-pajarero-fig-marcona-almond-wheel-374420011,https://www.ocado.com/browse/bakery-25189?hideOOS=true
Fresh & Chilled Food,Actimel,Actimel Strawberry Drinking Yoghurts,3,8 x 100g,Suitable for vegetarians,LIFE 1w+,NA,4.0,13,85,"Yogurt (Milk), Skimmed Milk, Sugar / Liquid Sugar, Strawberry (2.1%), Dextrose, Milk Minerals, Modified Tapioca Starch, Natural Flavourings, Acidity Regulators (Citric Acid, Sodium Citrate), Lactobacillus Casei (L. Casei Danone®), Vitamins (B6, D)Allergen Information",,,https://www.ocado.com/productImages/247/24716011_0_150x150.jpg?identifier=0a35e1e4675b44626280316c4db09239,https://www.ocado.com/products/actimel-strawberry-drinking-yoghurts-24716011,https://www.ocado.com/browse/fresh-chilled-food-20002?hideOOS=true
Fresh & Chilled Food,PLENISH,Plenish Organic Berry Gut Health Shot,2,60ml,"Organic, Suitable for vegetarians",LIFE 2w+,NA,3.1,34,50,"Pomegranate (40%), Apple, Raspberry (10%), Apple Cider Vinegar (8%), Lime, Bacillus Coagulans**, **Not Organic",,,https://www.ocado.com/productImages/470/470645011_0_150x150.jpg?identifier=efbb28e31010c14ea8527b29c041eb56,https://www.ocado.com/products/plenish-organic-berry-gut-health-shot-470645011,https://www.ocado.com/browse/fresh-chilled-food-20002?hideOOS=true
Fresh & Chilled Food,Liberto,Liberto Organic Dark Chocolate Protein Shake with Sour Cherry Flavouring,15,280g,"Organic, Suitable for vegetarians",NA,Ireland,3.1,14,58,"Pea Protein* (63%), Omega 3 Blend* (Milled Flax Seed*, Milled Chia Seed*) (12%), Coconut Palm Sugar*, Cacao* (6%), Natural Sour Cherry Flavouring (5%), Maca*, Acacia Gum*, Konjac*, Inulin*, Lactospore Bacillus Coagulans, (*Certified Organic Ingredients)Allergen Information",,,https://www.ocado.com/productImages/395/395428011_0_150x150.jpg?identifier=9540f68d31bc83f75bd90139d422a66f,https://www.ocado.com/products/liberto-organic-dark-chocolate-protein-shake-with-sour-cherry-flavouring-395428011,https://www.ocado.com/browse/fresh-chilled-food-20002?hideOOS=true
Fresh & Chilled Food,Soulful,Soulful Thai Red Vegetable Curry With Brown Rice,2.5,380g,"Suitable for the microwave, Suitable for vegetarians",LIFE 5d+,United Kingdom,4.1,22,82,"Coconut Milk (20%) (Coconut Extract, Water), Thai Style Red Curry Paste (15%) (Tomato Passata, Red Pepper, Water, Onion, Red Chilli Purée, Tomato Paste, Lemongrass, Rapeseed Oil, Garlic Purée, Galangal, Ginger Purée, Lime Leaves, Lemon Zest, Chilli Powder, Coriander, Ground Coriander, Cumin), Water, Chargrilled Aubergine (8%), Red Pepper (8%), Sweet Potato (6%), Baby Corn (6%), Carrot, Onion, Brown Rice (5%), Tamari [Water, Soya Beans, Salt, Spirit Vinegar], Lime Juice from Concentrate (1.5%), Sugar, Chopped Coriander, Gluten Free Flour [Rice, Potato, Tapioca, Maize, Buckwheat]Allergen Information",,,https://www.ocado.com/productImages/435/435660011_0_150x150.jpg?identifier=82e769b87c06945655378b58f823bea9,https://www.ocado.com/products/soulful-thai-red-vegetable-curry-with-brown-rice-435660011,https://www.ocado.com/browse/fresh-chilled-food-20002?hideOOS=true
Fresh & Chilled Food,Soli,Soli Aubergine & Mozzarella Ravioli,3.5,250g,Suitable for freezing,NA,Italy,4.1,74,76,"Filling (70%) (Sautéed Aubergine (44%) [Aubergine, Tomato, Olive Oil, Sunflower Oil, Garlic, Salt], Breadcrumbs [Wheat Flour, Yeast, Salt], Mozzarella Cheese (12%) (Cows' Milk), Roasted Tomatoes (8%), Lactose (Cows' Milk), Sunflower Oil, Provolone Cheese (Cows' Milk), Basil Paste [Basil, Sunflower Oil, Salt, Acidity Regulator: Sodium Bicarbonate], Sea Salt, Garlic), Fresh Egg Pasta (30%) (Wheat Flour, Pasteurised Free Range Egg (27%), Durum Wheat Semolina, Tomato Powder)Allergen Information",,,https://www.ocado.com/productImages/320/320867011_0_150x150.jpg?identifier=212a2b4023732deb7dd7688b1d73de4f,https://www.ocado.com/products/soli-aubergine-mozzarella-ravioli-320867011,https://www.ocado.com/browse/fresh-chilled-food-20002?hideOOS=true
Fresh & Chilled Food,Ocado,Ocado Organic 2 Beef Rump Steaks,7.95,Typically: 400g,"Suitable for freezing, Organic",LIFE 5d+,UK,3.5,33,73,NA,,,https://www.ocado.com/productImages/550/550206011_0_150x150.jpg?identifier=785fb852374833f2dd28d1891dccf58e,https://www.ocado.com/products/ocado-organic-2-beef-rump-steaks-550206011,https://www.ocado.com/browse/fresh-chilled-food-20002?hideOOS=true
"Soft Drinks, Tea & Coffee",Clipper,Clipper Organic Everyday Tea Bags,3,100 per pack,Organic,NA,United Kingdom,4.3,103,81,Organically Grown Black Tea,,,https://www.ocado.com/productImages/194/19468011_0_150x150.jpg?identifier=a7e1b67d9c70f55804b3275554174096,https://www.ocado.com/products/clipper-organic-everyday-tea-bags-19468011,https://www.ocado.com/browse/soft-drinks-tea-coffee-20977?hideOOS=true
Fresh & Chilled Food,M&S,M&S Select Farms Outdoor Bred 6 Dry Cured Smoked Back Bacon Rashers,3.4,220g,Suitable for freezing,LIFE 1w+,UK,3.0,41,40,"British Pork (made with 105g of Raw Pork per 100g of Dry Cured Smoked Back Bacon), Curing Salt (Salt, Preservative: Sodium Nitrite, Sodium Nitrate), Demerara Sugar, Sugar, Antioxidant: E301",,,https://www.ocado.com/productImages/505/505500011_0_150x150.jpg?identifier=19e32dc53a4f1fb7e9a8a1d40b0cae85,https://www.ocado.com/products/m-s-select-farms-outdoor-bred-6-dry-cured-smoked-back-bacon-rashers-505500011,https://www.ocado.com/browse/fresh-chilled-food-20002?hideOOS=true
Fresh & Chilled Food,M&S,M&S 2 British Ribeye Steaks,9.2,Typically: 400g,Suitable for freezing,LIFE 6d+,UK,4.0,29,76,NA,,,https://www.ocado.com/productImages/547/547881011_0_150x150.jpg?identifier=790df45925ca77f58e226dc2ce1e282c,https://www.ocado.com/products/m-s-2-british-ribeye-steaks-547881011,https://www.ocado.com/browse/fresh-chilled-food-20002?hideOOS=true
Fresh & Chilled Food,Tropicana,Tropicana Pressed Apple Juice,4.4,1.7L,Suitable for vegetarians,LIFE 1w+,NA,4.5,24,88,"Apple Juice, Antioxidant (Ascorbic Acid)",,,https://www.ocado.com/productImages/237/237340011_0_150x150.jpg?identifier=2c47294c5f5a8a5f81a9f211e25f4c3d,https://www.ocado.com/products/tropicana-pressed-apple-juice-237340011,https://www.ocado.com/browse/fresh-chilled-food-20002?hideOOS=true
Fresh & Chilled Food,M&S,M&S Passion Fruit Swiss Roll,3.4,275g,"Suitable for freezing, Suitable for vegetarians",LIFE 2d+,UK,4.1,99,77,"Whipping Cream (Milk), Sugar, Wheatflour contains Gluten (with Wheatflour, Calcium Carbonate, Iron, Niacin, Thiamin), Pasteurised Egg, Passion Fruit Purée, Cornflour, Dextrose, Raising Agent: E450, Sodium Bicarbonate, Gelling Agent: Pectin (from Fruit), Butter (Milk), Wheat Starch (contains Gluten), Palm Oil, Colour: Paprika Extract, Rapeseed Oil, Stabiliser: E401, Salt",,,https://www.ocado.com/productImages/519/519116011_0_150x150.jpg?identifier=da046f9cc64661a7192feae104b78b95,https://www.ocado.com/products/m-s-passion-fruit-swiss-roll-519116011,https://www.ocado.com/browse/fresh-chilled-food-20002?hideOOS=true
Fresh & Chilled Food,The Vegetarian Butcher,Vegetarian Butcher The Great Escalope,2.5,180g,"Suitable for freezing, Suitable for vegetarians",LIFE 1w+,Netherlands,3.3,39,54,"NEW ingredient list:  Water 27%, plant structure 22,03% (water, SOY protein, WHEAT GLUTEN, corn starch, potato starch), breadcrumbs (WHEAT flour, WHEAT fibre, yeast, salt), vegetable oils (sunflower oil, shea oil, coconut oil), fibres (OAT fibre, Psyllium husk), SOY protein, WHEAT flour, thickener (methyl cellulose (E461)), natural flavouring, potato starch, modified WHEAT starch, spirit vinegar, salt, acid (lactic acid (E270)), white pepper, ferric pyrophosphate, vitamin B12. May contains cereals containing gluten (rye. Barley), celery, milk, mustard, and eggs.Allergen Information",,,https://www.ocado.com/productImages/529/529715011_0_150x150.jpg?identifier=8c411dfced3eb9790a740e592c5202ce,https://www.ocado.com/products/vegetarian-butcher-the-great-escalope-529715011,https://www.ocado.com/browse/fresh-chilled-food-20002?hideOOS=true
Fresh & Chilled Food,Purely Organic,Purely Organic Eggs,2.65,6 per pack,"Organic, Suitable for vegetarians",LIFE 1w+,NA,4.4,24,88,NA,,,https://www.ocado.com/productImages/525/525117011_0_150x150.jpg?identifier=42c5e7641c522cc987df7452aad655d9,https://www.ocado.com/products/purely-organic-eggs-525117011,https://www.ocado.com/browse/fresh-chilled-food-20002?hideOOS=true
Fresh & Chilled Food,Daylesford,Daylesford Organic Plum Compote,4.1,385g,"Organic, Suitable for vegetarians",NA,France,4.6,14,86,"Plum (88%), sugar May contain natural fruit stones",,,https://www.ocado.com/productImages/669/66901011_0_150x150.jpg?identifier=69ae6daa34e19b6b4da4207bad1843c2,https://www.ocado.com/products/daylesford-organic-plum-compote-66901011,https://www.ocado.com/browse/fresh-chilled-food-20002?hideOOS=true
"Soft Drinks, Tea & Coffee",Kenco,Kenco 2 in 1 Smooth White Instant Coffee Sachets,1,5 x 14g,Suitable for vegetarians,NA,NA,3.9,27,86,"Glucose Syrup, Skimmed Milk Powder (15 %), Instant Coffee (9.9 %), Fully Hydrogenated Coconut Oil, Stabilisers (E340, E452), Milk Protein, Emulsifiers (E471, E481), Anti-Caking Agent (E551)Allergen Information",,,https://www.ocado.com/productImages/451/451264011_0_150x150.jpg?identifier=bccb953bedc566ad76df28a5b07613a5,https://www.ocado.com/products/kenco-2-in-1-smooth-white-instant-coffee-sachets-451264011,https://www.ocado.com/browse/soft-drinks-tea-coffee-20977?hideOOS=true
Fresh & Chilled Food,Love Me Tender,Love Me Tender Sugarsnap Peas,3.05,300g,Suitable for vegetarians,LIFE 3d+,"Egypt, Guatemala, India, Jordan, Kenya, Peru, USA, Zambia, Zimbabwe",3.0,25,48,100% Sugarsnap,,,https://www.ocado.com/productImages/487/487189011_0_150x150.jpg?identifier=60037b4da69ce040777f684f516f0e05,https://www.ocado.com/products/love-me-tender-sugarsnap-peas-487189011,https://www.ocado.com/browse/fresh-chilled-food-20002?hideOOS=true
Fresh & Chilled Food,Tropicana,"Tropicana Lean Mixed Berries Apple, Strawberry, & Raspberry",2.5,900ml,Suitable for vegetarians,LIFE 1w+,NA,3.0,29,52,"Fruit Juices and Purees (61%) (Apple (33%), Strawberry (10%), Raspberry (10%), Grape), Water (39%), Natural Flavouring",,,https://www.ocado.com/productImages/532/532073011_0_150x150.jpg?identifier=20f183c56d2c4bc4a09a6931aa33c393,https://www.ocado.com/products/tropicana-lean-mixed-berries-apple-strawberry-raspberry-532073011,https://www.ocado.com/browse/fresh-chilled-food-20002?hideOOS=true
Fresh & Chilled Food,M&S,M&S Spinach & Pine Kernel Pasta Salad,2.3499999999999996,200g,Suitable for vegetarians,LIFE 2d+,UK,3.9,54,78,"Cooked Egg Pasta (66%) (Durum Wheat Semolina (contains Gluten), Water, Pasteurised Egg), Spinach (5%), Sunflower Oil, Basil Infused Sunflower Oil, Basil, Medium Fat Hard Cheese (Milk), Lemon Juice, Vegetarian Pecorino Cheese (Milk), Pine Kernels, Salt, Garlic Purée, Red Wine Vinegar, Ground Black Pepper, Rapeseed Oil",,,https://www.ocado.com/productImages/517/517883011_0_150x150.jpg?identifier=187b21f9628a8fc165eec3977f89bf2e,https://www.ocado.com/products/m-s-spinach-pine-kernel-pasta-salad-517883011,https://www.ocado.com/browse/fresh-chilled-food-20002?hideOOS=true
Fresh & Chilled Food,M&S,M&S Pineapple Perfectly Ripe,1.05,NA,Suitable for vegetarians,LIFE 3d+,NA,3.2,69,54,NA,,,https://www.ocado.com/productImages/518/518241011_0_150x150.jpg?identifier=056c4b12565fca74add573acf25130c9,https://www.ocado.com/products/m-s-pineapple-perfectly-ripe-518241011,https://www.ocado.com/browse/fresh-chilled-food-20002?hideOOS=true
Fresh & Chilled Food,DAYLESFORD ORGANIC,Daylesford Organic Free Range Chicken Legs,4.5,Typically: 500g,Organic,LIFE 3d+,UK,3.1,70,50,NA,,,https://www.ocado.com/productImages/763/76359011_0_150x150.jpg?identifier=a3f28d6e5046099880cbf495a51c073c,https://www.ocado.com/products/daylesford-organic-free-range-chicken-legs-76359011,https://www.ocado.com/browse/fresh-chilled-food-20002?hideOOS=true
Fresh & Chilled Food,Forest Feast,Forest Feast Dried Mango,3,130g,Suitable for vegetarians,NA,NA,3.2,14,58,Mango (100%)Dietary Information,,,https://www.ocado.com/productImages/373/373077011_0_150x150.jpg?identifier=7934222dab8e230be4666991f3daba3f,https://www.ocado.com/products/forest-feast-dried-mango-373077011,https://www.ocado.com/browse/fresh-chilled-food-20002?hideOOS=true
Fresh & Chilled Food,Moy Park,Moy Park 2-4 Chicken Breast Fillets,4,520g,Suitable for freezing,LIFE 4d+,United Kingdom,2.4,223,31,Fresh Class A Skinless & Boneless Chicken Breast Fillets ,,,https://www.ocado.com/productImages/281/281510011_0_150x150.jpg?identifier=d4cd18c1f96694b94264b14282a2a91f,https://www.ocado.com/products/moy-park-2-4-chicken-breast-fillets-281510011,https://www.ocado.com/browse/fresh-chilled-food-20002?hideOOS=true
Fresh & Chilled Food,St Helens Farm,St Helen's Farm Skimmed Goats Milk,1.85,1L,"Suitable for freezing, Suitable for the microwave, Suitable for vegetarians",LIFE 6d+,NA,3.9,18,73,NA,,,https://www.ocado.com/productImages/292/292716011_0_150x150.jpg?identifier=14f78a022f4f595f597df9923879d8ac,https://www.ocado.com/products/st-helen-s-farm-skimmed-goats-milk-292716011,https://www.ocado.com/browse/fresh-chilled-food-20002?hideOOS=true
"Soft Drinks, Tea & Coffee",Brew Tea Co,Brew Tea Co Earl Grey Loose Leaf Tea,5.5,113g,Suitable for vegetarians,NA,NA,4.8,31,91,"Ceylon Black Tea*, Orange Peel, Bergamot Oil, Marigold Petals, *Rainforest Alliance Certified­™",,,https://www.ocado.com/productImages/428/428672011_0_150x150.jpg?identifier=7a38aefc0d734a9db68885546a026dfb,https://www.ocado.com/products/brew-tea-co-earl-grey-loose-leaf-tea-428672011,https://www.ocado.com/browse/soft-drinks-tea-coffee-20977?hideOOS=true
Fresh & Chilled Food,M&S,M&S Sweet & Crunchy Pears,2.4,4 per pack,Suitable for vegetarians,LIFE 5d+,NA,2.9,32,44,NA,,,https://www.ocado.com/productImages/524/524015011_0_150x150.jpg?identifier=a387bd811d7f8cd4cc01b68bb33a963f,https://www.ocado.com/products/m-s-sweet-crunchy-pears-524015011,https://www.ocado.com/browse/fresh-chilled-food-20002?hideOOS=true
Fresh & Chilled Food,M&S,"M&S Nectarines, Grapes and Raspberries with Fruit Jelly",3,300g,Suitable for vegetarians,LIFE 1d+,UK,3.8,16,75,"Grapes (40%), Nectarines (33%), Peach & Apricot Jelly (20%) (Water, Sugar, Gelling Agent: Carrageenan, Locust Bean Gum, E508, Acidity Regulator: Citric Acid, E331, Flavourings, Colour: Carotenes), Raspberries (7%)Dietary Information",,,https://www.ocado.com/productImages/518/518240011_0_150x150.jpg?identifier=63216c98e6ae1ec61017b804ac3f8fac,https://www.ocado.com/products/m-s-nectarines-grapes-and-raspberries-with-fruit-jelly-518240011,https://www.ocado.com/browse/fresh-chilled-food-20002?hideOOS=true
Fresh & Chilled Food,Ocado,Ocado Spiced Roasting Cauliflower,2,300g,Suitable for vegetarians,LIFE 2d,NA,NA,NA,NA,"Cauliflower Florets (77%), Red Onion, Rapeseed Oil, Ground Turmeric, Coriander Seeds, Sea Salt, Cumin Seeds, Black Onion Seeds, Chilli Powder.",,,https://www.ocado.com/productImages/575/575943011_0_150x150.jpg?identifier=8d48f61ee58a4765b21ffedcbf591e1b,https://www.ocado.com/products/ocado-spiced-roasting-cauliflower-575943011,https://www.ocado.com/browse/fresh-chilled-food-20002?hideOOS=true
Fresh & Chilled Food,M&S,M&S Mushroom Pappardelle,3,375g,"Suitable for freezing, Suitable for the microwave, Suitable for vegetarians",LIFE 3d+,UK,3.9,78,70,"Cooked Egg Pappardelle Pasta (38%) (Water, Durum Wheat Semolina (contains Gluten), Pasteurised Egg), Mushrooms (16%), Water, Single Cream (Milk), Semi-Skimmed Milk, Italian White Wine (5%), Rapeseed Oil, Vegetarian Medium Fat Hard Cheese (Milk), Vegetarian Pecorino Cheese (Milk) (1%), Wheatflour contains Gluten (with Wheatflour, Calcium Carbonate, Iron, Niacin, Thiamin), Parsley, Concentrated Mushrooms, Salt, Garlic Purée, Cracked Black Pepper, Dried Mushrooms, Dried Red Chillies, Sugar",,,https://www.ocado.com/productImages/514/514651011_0_150x150.jpg?identifier=4a9f53000f9af754fa352a6297d1933e,https://www.ocado.com/products/m-s-mushroom-pappardelle-514651011,https://www.ocado.com/browse/fresh-chilled-food-20002?hideOOS=true
Fresh & Chilled Food,Rachel's,Rachel's Organic Luscious Vanilla Yoghurt,2,450g,"Organic, Suitable for vegetarians",LIFE 1w+,NA,4.0,114,81,"Organic Yogurt (from Milk), Water, Organic Sugar, Organic Cream (from Milk), Organic Rice Starch, Thickener: Pectin, Natural Vanilla Flavouring, Organic Vanilla (Extract Powder), Organic Concentrated Lemon Juice",,,https://www.ocado.com/productImages/193/19317011_0_150x150.jpg?identifier=b96cb968f69a5b9b5e8e5f5011e4a225,https://www.ocado.com/products/rachel-s-organic-luscious-vanilla-yoghurt-19317011,https://www.ocado.com/browse/fresh-chilled-food-20002?hideOOS=true
Fresh & Chilled Food,Yeo Valley,Yeo Valley Organic 0% Fat Natural Yoghurt,60,150g,"Organic, Suitable for vegetarians",LIFE 1w+,NA,4.2,19,85,"No added ingredients, Contains the following Live Cultures: Bifidobacterium, Lactobacillus Bulgaricus, Streptococcus Thermophilus",,,https://www.ocado.com/productImages/442/44244011_0_150x150.jpg?identifier=e25762b69e1f229cd21163b1ded06f95,https://www.ocado.com/products/yeo-valley-organic-0-fat-natural-yoghurt-44244011,https://www.ocado.com/browse/fresh-chilled-food-20002?hideOOS=true
Fresh & Chilled Food,Natoora,Natoora Spanish Organic Unwaxed Oranges,3.3,5 per pack,"Organic, Suitable for vegetarians",LIFE 2d+,Spain,3.7,94,75,NA,,,https://www.ocado.com/productImages/668/66801011_0_150x150.jpg?identifier=a82ab1d56f3d2796bcd73476a5a40641,https://www.ocado.com/products/natoora-spanish-organic-unwaxed-oranges-66801011,https://www.ocado.com/browse/fresh-chilled-food-20002?hideOOS=true
Fresh & Chilled Food,Yorkshire Provender,Yorkshire Provender Pea & Creme Fraiche With Spinach,3,600g,"Suitable for the microwave, Suitable for vegetarians",LIFE 7d,United Kingdom,4.0,158,75,"Water, Peas (27%), Potato, Onion, Spinach (2.5%), Crème Fraiche (Milk) (2.5%), Unsalted Butter (Milk), Vegetable Bouillon [Salt, Potato Starch, Dried Vegetables (Celeriac (Celery), Onion, Garlic, Tomato), Spices (Celery, Turmeric, Black Pepper, Mace, Nutmeg), Herbs (Lovage, Parsley)], Garlic Purée, Fresh Yorkshire­† Mint, Fresh Yorkshire† Parsley, Acidity Regulator (Potassium Carbonates), White Pepper, †Subject to seasonal availability approx. May to October",,,https://www.ocado.com/productImages/555/55517011_0_150x150.jpg?identifier=465f71ceff1a545457486e8062afdf7e,https://www.ocado.com/products/yorkshire-provender-pea-creme-fraiche-with-spinach-55517011,https://www.ocado.com/browse/fresh-chilled-food-20002?hideOOS=true
Bakery,Warburtons,Warburtons 3pk Giant Crumpets,1,3 per pack,"Suitable for freezing, Suitable for vegetarians",LIFE 4d+,NA,4.5,32,88,"Wheat Flour [with Calcium, Iron, Niacin (B3) and Thiamin (B1)], Water, Yeast, Raising Agents: E450, E500, Salt, Sugar, Preservative: Calcium Propionate",,,https://www.ocado.com/productImages/547/547911011_0_150x150.jpg?identifier=717dfae5b8310d5c7a8291d4d455b425,https://www.ocado.com/products/warburtons-3pk-giant-crumpets-547911011,https://www.ocado.com/browse/bakery-25189?hideOOS=true
Fresh & Chilled Food,M&S,M&S Sliced Pepperoni,3,90g,NA,LIFE 2d,Italy,NA,NA,NA,"Pork (made with 145g of Raw Pork per 100g of Pepperoni), Curing Salt (Salt, Preservative: Sodium Nitrite, Potassium Nitrate), Ground Spices (Smoked Paprika, Chilli Powder, White Pepper), Sugar, Fennel Seeds, Black Peppercorns, Dried Garlic, White Wine, Antioxidant: E301",,,https://www.ocado.com/productImages/570/570361011_0_150x150.jpg?identifier=fe45a5187851d2843d1129c5a36ee46a,https://www.ocado.com/products/m-s-sliced-pepperoni-570361011,https://www.ocado.com/browse/fresh-chilled-food-20002?hideOOS=true
"Soft Drinks, Tea & Coffee",GREEN COLA,Green Orangeade,4.25,6 x 330ml,Suitable for vegetarians,NA,NA,4.3,23,87,"Water, Orange Juice 20% (from Concentrated Juice), Carbon Dioxide, Acidifying Agents: Citric Acid and Malic Acid, Preservative: Potassium Sorbate, Antioxidant: Ascorbic Acid, Sweeteners: Steviol Glycosides and Sucralose, Natural Flavourings, Flavourings, Stabilizers: Locust Bean Gum, Gum Arabic and Glycerol Esters of Wood Rosins, Colour: Beta-Carotene",,,https://www.ocado.com/productImages/516/516848011_0_150x150.jpg?identifier=73e5c5c54c2d854cc2aea163e0583c1e,https://www.ocado.com/products/green-orangeade-516848011,https://www.ocado.com/browse/soft-drinks-tea-coffee-20977?hideOOS=true
Bakery,Pagen,Pagen Gifflar Vanilla Rolls,1.85,260g,"Suitable for freezing, Suitable for the microwave, Suitable for vegetarians",LIFE 1w+,NA,3.5,16,69,"Wheat Flour, Water, Sugar, Rapeseed Oil, Skimmed Milk, Yeast, Egg, Salt, Modified Starch, Maltodextrin, Glucose, Almond, Potato Fiber, Vanilla Extract, Pectin, Raising Agents (E450, E500), Emulsifier (E471), Preservatives (E200, E282), Colours (E101, E160a), Acid (Citric Acid), Flavor",,,https://www.ocado.com/productImages/570/570255011_0_150x150.jpg?identifier=02b8dc3f0b44b852f56bc88272597008,https://www.ocado.com/products/pagen-gifflar-vanilla-rolls-570255011,https://www.ocado.com/browse/bakery-25189?hideOOS=true
"Soft Drinks, Tea & Coffee",Volcano Coffee Works,Volcano Coffee Works Bold Morning Shot Whole Bean,21.6,1kg,Suitable for vegetarians,NA,Colombia,NA,NA,NA,NA,,,https://www.ocado.com/productImages/549/549578011_0_150x150.jpg?identifier=ad643b63ef07c6f4135642d4be9fa19b,https://www.ocado.com/products/volcano-coffee-works-bold-morning-shot-whole-bean-549578011,https://www.ocado.com/browse/soft-drinks-tea-coffee-20977?hideOOS=true
"Soft Drinks, Tea & Coffee",Fever-Tree,Fever-Tree Refreshingly Light Clementine & Cinnamon Tonic Water Cans,4.3,8 x 150ml,Suitable for vegetarians,NA,United Kingdom,4.4,68,92,"Carbonated Spring Water, Fructose (Fruit Sugar), Acid: Citric Acid, Natural Clementine and Cinnamon Flavouring, Natural Flavourings including Natural Quinine",,,https://www.ocado.com/productImages/512/512712011_0_150x150.jpg?identifier=5344815b1098ddbacbc24134197bbc1a,https://www.ocado.com/products/fever-tree-refreshingly-light-clementine-cinnamon-tonic-water-cans-512712011,https://www.ocado.com/browse/soft-drinks-tea-coffee-20977?hideOOS=true
